VECTOR
ND     9220
ST  0
TIMEUNITS Seconds
TS          500
  -0.002   0.028
   0.000   0.000
   0.000   0.000
  -0.008   0.009
  -0.000   0.000
  -0.000   0.000
  -0.009   0.026
   0.000   0.000
  -0.010   0.032
  -0.000   0.000
   0.000   0.000
  -0.000   0.000
  -0.017   0.030
  -0.000   0.000
  -0.000   0.000
  -0.000   0.000
   0.000   0.000
  -0.009   0.005
   0.001  -0.000
   0.000   0.000
   0.000   0.000
   0.014   0.025
   0.004   0.012
   0.000   0.000
   0.000  -0.000
  -0.011   0.011
   0.000   0.000
   0.000   0.000
   0.025  -0.012
  -0.006   0.013
   0.000   0.000
  -0.000   0.000
  -0.011   0.013
   0.000   0.000
  -0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.000   0.000
  -0.001   0.004
   0.000   0.000
   0.000   0.000
  -0.000  -0.000
  -0.008   0.002
  -0.007   0.003
   0.001  -0.001
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000  -0.000
   0.024   0.003
   0.000   0.000
   0.018   0.007
   0.000   0.000
   0.000   0.000
   0.005  -0.000
   0.000   0.000
  -0.025   0.012
   0.018  -0.038
   0.002  -0.009
   0.000   0.000
  -0.000   0.000
   0.000   0.000
   0.013   0.023
  -0.006   0.007
  -0.004   0.000
   0.001   0.001
   0.000   0.000
   0.000   0.000
  -0.002   0.004
   0.000   0.017
   0.005   0.032
   0.000   0.000
  -0.001   0.013
  -0.000  -0.000
  -0.013  -0.001
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.010  -0.001
   0.007   0.002
   0.005   0.007
   0.000   0.000
   0.005  -0.001
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.004  -0.006
   0.000   0.000
   0.112  -0.098
   0.000  -0.000
   0.000   0.000
   0.047  -0.062
   0.024   0.003
   0.038   0.006
   0.034  -0.002
   0.001   0.000
   0.040   0.017
   0.000  -0.000
   0.001  -0.003
   0.037  -0.014
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000  -0.000
   0.000   0.000
   0.006   0.008
   0.000   0.000
   0.000  -0.000
   0.018   0.000
   0.000   0.000
   0.000   0.000
  -0.000   0.000
   0.001   0.008
   0.003   0.008
   0.000   0.000
   0.000   0.000
   0.011   0.010
   0.001   0.001
   0.004   0.003
   0.009   0.016
   0.001   0.002
   0.000   0.000
   0.000   0.000
   0.004   0.000
   0.014   0.000
   0.000   0.000
   0.005   0.003
   0.012   0.008
   0.006   0.006
   0.000   0.000
   0.023  -0.001
   0.019  -0.001
   0.000  -0.000
   0.000   0.000
   0.000   0.000
   0.090  -0.090
   0.020  -0.034
   0.011  -0.009
   0.000   0.000
   0.000  -0.000
   0.000   0.000
  -0.002   0.006
   0.000   0.000
  -0.046  -0.041
   0.000   0.000
   0.002  -0.005
   0.003  -0.006
  -0.013  -0.018
   0.000   0.000
   0.000  -0.000
   0.029  -0.120
  -0.016  -0.035
  -0.074  -0.127
   0.068  -0.091
   0.076  -0.099
  -0.009  -0.068
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000  -0.000
   0.000   0.000
   0.000   0.000
  -0.021  -0.150
  -0.071  -0.137
   0.006  -0.013
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.033  -0.056
  -0.026  -0.060
   0.004  -0.006
   0.003  -0.004
   0.000   0.000
   0.017   0.040
   0.019  -0.005
   0.035   0.012
   0.000  -0.000
   0.000   0.000
   0.049  -0.002
   0.000   0.000
   0.000   0.000
   0.007   0.015
   0.000   0.000
   0.003   0.004
   0.004   0.004
   0.000   0.000
   0.024   0.011
   0.012   0.009
   0.006  -0.002
   0.015  -0.004
   0.000   0.000
  -0.089  -0.155
  -0.000  -0.000
  -0.156   0.129
   0.000   0.000
   0.018   0.002
   0.023   0.003
   0.000   0.000
   0.008   0.004
   0.030   0.015
   0.010   0.003
   0.019  -0.005
   0.028  -0.004
   0.023  -0.006
   0.031  -0.001
   0.038   0.003
   0.100  -0.096
   0.000  -0.000
   0.044  -0.065
   0.039  -0.054
   0.009  -0.011
   0.000   0.000
  -0.000  -0.000
  -0.014  -0.013
  -0.002  -0.059
  -0.002  -0.011
   0.000   0.000
   0.000   0.000
   0.000  -0.000
   0.000   0.000
   0.001  -0.007
   0.001  -0.002
  -0.000   0.000
  -0.022   0.003
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.002   0.006
   0.000   0.000
  -0.001   0.007
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.032  -0.009
   0.000   0.000
   0.001  -0.000
   0.000   0.000
  -0.040  -0.024
  -0.085  -0.155
   0.000   0.000
   0.008  -0.005
   0.013  -0.002
   0.012  -0.001
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.010   0.003
   0.000   0.000
   0.000   0.000
  -0.029  -0.128
   0.000   0.000
  -0.075  -0.033
   0.000   0.000
   0.000   0.000
   0.056  -0.011
   0.012   0.035
   0.061  -0.042
  -0.048   0.041
   0.000   0.000
   0.000   0.000
   0.025   0.050
   0.046  -0.011
   0.001   0.001
   0.000   0.000
   0.000   0.000
   0.008   0.000
   0.015   0.062
  -0.017  -0.068
   0.000   0.000
  -0.021  -0.049
   0.003   0.009
   0.000   0.000
   0.010   0.018
   0.000   0.000
   0.018   0.012
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.008  -0.008
   0.000   0.000
