VECTOR
ND     9220
ST  0
TIMEUNITS Seconds
TS            0
  -0.002   0.026
   0.000   0.000
   0.000   0.000
  -0.006   0.006
   0.000   0.000
   0.000   0.000
  -0.008   0.024
   0.000   0.000
  -0.008   0.026
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.013   0.023
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.008   0.004
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.012   0.021
   0.004   0.010
   0.000   0.000
   0.000   0.000
  -0.008   0.007
   0.000   0.000
   0.000   0.000
   0.026  -0.003
  -0.005   0.011
   0.000   0.000
   0.000   0.000
  -0.010   0.013
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.008   0.002
  -0.007   0.003
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.023   0.004
   0.000   0.000
   0.016   0.006
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.014   0.019
   0.039   0.013
   0.001  -0.005
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.012   0.019
  -0.006   0.007
  -0.000  -0.002
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.000   0.014
   0.004   0.021
   0.000   0.000
  -0.001   0.012
   0.000   0.000
  -0.012  -0.001
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.009  -0.001
   0.000   0.000
   0.004   0.006
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.105  -0.102
   0.000   0.000
   0.000   0.000
   0.047  -0.062
   0.022   0.002
   0.036   0.006
   0.032  -0.002
   0.000   0.000
   0.037   0.013
   0.000   0.000
   0.000   0.000
   0.031  -0.009
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.004   0.006
   0.000   0.000
   0.000   0.000
   0.017  -0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.003   0.006
   0.000   0.000
   0.000   0.000
   0.010   0.009
   0.000   0.000
   0.000   0.000
   0.008   0.014
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.012   0.008
   0.006   0.006
   0.000   0.000
   0.017   0.000
   0.015   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.090  -0.090
   0.015  -0.029
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.002   0.006
   0.000   0.000
  -0.038  -0.036
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.012  -0.017
   0.000   0.000
   0.000   0.000
   0.029  -0.120
  -0.016  -0.035
  -0.074  -0.127
   0.056  -0.088
   0.076  -0.099
  -0.009  -0.068
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.021  -0.150
  -0.071  -0.137
   0.005  -0.010
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.049  -0.028
  -0.026  -0.060
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.017   0.032
   0.017  -0.002
   0.026   0.010
   0.000   0.000
   0.000   0.000
   0.041  -0.004
   0.000   0.000
   0.000   0.000
   0.006   0.010
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.021   0.009
   0.011   0.010
   0.000   0.000
   0.013  -0.003
   0.000   0.000
   0.046  -0.144
   0.000   0.000
  -0.056   0.093
   0.000   0.000
   0.011   0.001
   0.020   0.003
   0.000   0.000
   0.000   0.000
   0.024   0.013
   0.000   0.000
   0.016  -0.004
   0.015  -0.003
   0.019  -0.006
   0.022  -0.001
   0.029   0.005
   0.100  -0.096
   0.000   0.000
   0.040  -0.061
   0.035  -0.050
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.012  -0.012
  -0.002  -0.046
  -0.003  -0.008
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.002   0.006
   0.000   0.000
  -0.002   0.006
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.026  -0.009
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.040  -0.024
  -0.088  -0.152
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.010   0.003
   0.000   0.000
   0.000   0.000
  -0.042  -0.124
   0.000   0.000
  -0.075  -0.033
   0.000   0.000
   0.000   0.000
   0.056  -0.011
   0.015   0.022
   0.050  -0.034
  -0.046   0.033
   0.000   0.000
   0.000   0.000
   0.008   0.015
   0.025  -0.008
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.017   0.056
   0.025  -0.014
   0.000   0.000
  -0.021  -0.049
   0.000   0.000
   0.000   0.000
   0.009   0.015
   0.000   0.000
   0.014   0.009
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
   0.000   0.000
  -0.047   0.018
